"sum_points","sum_items","mean_daily_points","mean_daily_items","mean_weekly_points","mean_weekly_items","mean_monthly_points","mean_monthly_items","mean_quarterly_points","mean_quarterly_items"
938403,429,11585.2222222222,5.2962962962963,72184.8461538462,33,312801,143,938403,429
