"sum_points","sum_items","mean_daily_points","mean_daily_items","mean_weekly_points","mean_weekly_items","mean_monthly_points","mean_monthly_items","mean_quarterly_points","mean_quarterly_items"
3480372,1587,12126.7317073171,5.52961672473868,82866,37.7857142857143,348037.2,158.7,870093,396.75
