"sum_points","sum_items","mean_daily_points","mean_daily_items","mean_weekly_points","mean_weekly_items","mean_monthly_points","mean_monthly_items","mean_quarterly_points","mean_quarterly_items","mean_annual_points","mean_annual_items"
4700726,2109,12273.4360313316,5.5065274151436,83941.5357142857,37.6607142857143,335766.142857143,150.642857142857,783454.333333333,351.5,2350363,1054.5
