"sum_points","sum_items","mean_daily_points","mean_daily_items","mean_weekly_points","mean_weekly_items","mean_monthly_points","mean_monthly_items","mean_quarterly_points","mean_quarterly_items","mean_annual_points","mean_annual_items"
4131539,1881,11838.2206303725,5.38968481375358,81010.568627451,36.8823529411765,317810.692307692,144.692307692308,826307.8,376.2,2065769.5,940.5
